"","studyid","region","RR","RR.CI1","RR.CI2","est","se","N","sparseN","W","pooled","Nstudies","method","X","Y","adj","agecat","sex","analysis","df","logHR.psi","logSE","HR.CI1","HR.CI2","severe"
"2772","iLiNS-DYAD-M","Africa",4.16514108435372,1.93197840119515,8.97960362384967,1.42675014883951,0.387662766026074,1174,12,NA,0,NA,NA,"ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2773","JiVitA-3","South Asia",2.62640380885268,2.15905151909633,3.1949200406496,0.96561553742224,0.0938782016975672,26739,230,NA,0,NA,NA,"ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2774","JiVitA-4","South Asia",3.18731992384002,1.80735941249516,5.62091204808147,1.15918041440711,0.288748190275664,5444,21,NA,0,NA,NA,"ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2775","Keneba","Africa",2.2413776044819,1.36326112188302,3.68511467482758,0.807090678831568,0.25391052075741,2907,27,NA,0,NA,NA,"ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2776","VITAMIN-A","South Asia",4.83778145037297,3.11040414228825,7.52446572565162,1.57645623761911,0.22553599368866,3938,28,NA,0,NA,NA,"ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2777","ZVITAMBO","Africa",5.16276233921613,4.48034246648391,5.94912446327926,1.6414717733091,0.0728989009201347,12795,330,NA,0,NA,NA,"ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2778","pooled",NA,3.23011277015793,2.44077990011095,4.27471092639818,1.1725170499867,0.142958893142725,NA,NA,NA,1,8,"RE","ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2779","pooled",NA,3.80907587966512,3.44119606660069,4.21628375025404,1.3373866084493,0.0518201549572414,NA,NA,NA,1,8,"FE","ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2780","pooled","Africa",3.07257988572418,2.00004754801455,4.72026135755055,1.12251756235575,0.219054391873024,NA,NA,NA,1,5,"RE","ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2781","pooled","South Asia",3.31176265245628,2.25903622104662,4.85506684842924,1.19748057104939,0.195174642645693,NA,NA,NA,1,3,"RE","ever_suwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2782","Burkina Faso Zn","Africa",1.65972892205981,0.911179424587124,3.02322464751662,0.506654289069588,0.312149806830709,7167,18,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2783","iLiNS-DOSE","Africa",1.46408779157969,0.790090336753158,2.71304806772036,0.38123238066719,0.315525846007769,1922,16,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2784","iLiNS-DYAD-M","Africa",1.40786553218812,0.6157304939495,3.21907941250334,0.342074750467878,0.421545769336824,1174,9,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2785","JiVitA-3","South Asia",1.78118970146848,1.48314355205126,2.13912992321577,0.577281512654668,0.0946143690584427,26739,190,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2786","JiVitA-4","South Asia",2.04850759369727,1.15359575535715,3.63765499478299,0.717111524952896,0.293213266551172,5444,19,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2787","Keneba","Africa",1.46843098677764,0.911971222615246,2.364427198421,0.384194474827067,0.246025806047863,2907,30,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2788","VITAMIN-A","South Asia",1.38313301674392,0.922852095604727,2.07298325605856,0.324351227915859,0.207043498025375,3938,43,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2789","ZVITAMBO","Africa",3.22699015756327,2.79949052593596,3.71977164435257,1.1715498630383,0.0730688224145165,12795,325,NA,0,NA,NA,"ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2790","pooled",NA,1.83582980524412,1.4146100712552,2.38247354681434,0.607496589232732,0.132980951087194,NA,NA,NA,1,8,"RE","ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2791","pooled",NA,2.32210347599066,2.09897885890379,2.5689465762528,0.842473445586255,0.0515420799914983,NA,NA,NA,1,8,"FE","ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2792","pooled","Africa",1.88585281964429,1.2658993479078,2.80941835007513,0.634380142801476,0.203365982786927,NA,NA,NA,1,5,"RE","ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2793","pooled","South Asia",1.73003445659461,1.47152645118817,2.03395543354855,0.548141325418054,0.0825719700128453,NA,NA,NA,1,3,"RE","ever_stunt_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2794","Burkina Faso Zn","Africa",2.26019952839957,1.21922462339563,4.1899595941149,0.8154530962896,0.323961959006373,7167,15,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2795","iLiNS-DOSE","Africa",1.43679091053455,0.614306810973376,3.36048385549184,0.362412092358812,0.440132574019086,1922,6,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2796","iLiNS-DYAD-M","Africa",3.27183518447553,1.32256028720404,8.09407750855938,1.18535104597901,0.463037988912423,1174,7,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2797","JiVitA-3","South Asia",1.13981216919775,0.923813056127751,1.40631459193366,0.130863484969726,0.101353756144605,26739,141,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2798","JiVitA-4","South Asia",1.53415633741428,0.867993019836555,2.71158363470663,0.427980612624506,0.290661929873814,5444,20,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2799","Keneba","Africa",1.19868595408926,0.7436410476768,1.93217953879726,0.181225918542557,0.248956899155023,2907,27,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2800","VITAMIN-A","South Asia",1.6269774944472,1.08095894218479,2.44880324694623,0.486723995594946,0.20934353810849,3938,39,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2801","ZVITAMBO","Africa",2.19051848916458,1.8820753945554,2.54951064407565,0.784138268850018,0.078431106093917,12795,234,NA,0,NA,NA,"ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2802","pooled",NA,1.64308513893458,1.2839469150805,2.10267943485685,0.496575656905856,0.125835099942855,NA,NA,NA,1,8,"RE","ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2803","pooled",NA,1.69660814421704,1.52309639622259,1.88988641963993,0.528631048696517,0.0550437158880741,NA,NA,NA,1,8,"FE","ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2804","pooled","Africa",1.92060849101285,1.41336590631796,2.60989525731549,0.652642058232919,0.156463281122272,NA,NA,NA,1,5,"RE","ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2805","pooled","South Asia",1.32174218348722,1.01489583857614,1.72136127985363,0.278950702355555,0.134777916949123,NA,NA,NA,1,3,"RE","ever_wast_uwt","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2806","Burkina Faso Zn","Africa",1.93472133493777,0.975100763495896,3.8387280412371,0.65996330315883,0.367367436004752,7167,10,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2807","iLiNS-DOSE","Africa",2.03847378763317,0.875063236191099,4.74865725242289,0.712201384540176,0.440133975180166,1922,6,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2808","iLiNS-DYAD-M","Africa",4.05544668832974,1.53718610595763,10.699191059653,1.40006083891843,0.495556131866433,1174,6,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2809","JiVitA-3","South Asia",1.51143143494367,1.18519685482249,1.92746460070384,0.413057171948251,0.11392529281051,26739,98,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2810","JiVitA-4","South Asia",1.56726675075466,0.832486408605031,2.95058879356006,0.449333179106312,0.323645720469373,5444,13,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2811","Keneba","Africa",1.72753755344735,1.0166756606824,2.93543566939302,0.54669701503258,0.271522350848525,2907,20,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2812","VITAMIN-A","South Asia",2.01926463932218,1.3118301240585,3.10819946030992,0.702733405194975,0.221271442075546,3938,30,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2813","ZVITAMBO","Africa",3.2755350623379,2.7356576025796,3.92195643727047,1.18648123355561,0.0956456753911265,12795,133,NA,0,NA,NA,"ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2814","pooled",NA,2.09279448660297,1.59672807168756,2.74297724253503,0.738500247817685,0.138032483440327,NA,NA,NA,1,8,"RE","ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2815","pooled",NA,2.26760791104085,2.00150058902282,2.56909524104888,0.818725492190473,0.0636879073721087,NA,NA,NA,1,8,"FE","ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2816","pooled","Africa",2.53404655699362,1.79655304229346,3.57428464500759,0.929817454655825,0.175483470494406,NA,NA,NA,1,5,"RE","ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2817","pooled","South Asia",1.6025201779315,1.32592977414932,1.93680764301805,0.471577501266333,0.0966650875391995,NA,NA,NA,1,3,"RE","ever_co","dead",0,"1-24 months",NA,"Overlap","res_noPN",NA,NA,NA,NA,0
"2818","Burkina Faso Zn","Africa",1.04498796955784,0.421008431671711,2.59377193987442,0.0440053729656662,0.464601948278263,7545,7,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2819","Burkina Faso Zn","Africa",1.34661644456868,0.554190106083193,3.27211877093772,0.297595108972402,0.449860324693026,7610,10,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2820","iLiNS-DOSE","Africa",1.33232117984472,0.284731242259408,6.23422885447046,0.28692266906154,0.764375700678239,2572,3,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2821","iLiNS-DYAD-M","Africa",0.70505703933719,0.0726841021114143,6.83925940169052,-0.349476572581389,1.15565252685676,1601,2,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2822","iLiNS-DYAD-M","Africa",1.74991048583118,0.310545783775064,9.86066103103155,0.559564635673558,0.922083489929329,1489,2,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2823","JiVitA-3","South Asia",1.22383847122855e-08,4.16738520259821e-09,3.59405365917511e-08,-18.2186885365213,686588.816737724,617,0,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2824","JiVitA-3","South Asia",1,1,1,0,0,700,0,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2825","JiVitA-4","South Asia",1.06347929585466,0.461856609758887,2.44878646058991,0.0615458875369732,0.415227564532232,16154,10,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2826","JiVitA-4","South Asia",3.27022733219045,1.34425212299567,7.95564062816801,1.18485950304026,0.450133097595391,16020,7,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2827","Keneba","Africa",1.65652383182088,0.774103184589198,3.54483906024331,0.50472132950665,0.385830761317574,17891,11,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2828","Keneba","Africa",2.49047014173267,1.28574100386543,4.82402094062106,0.912471504594718,0.341835016935096,19956,17,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2829","VITAMIN-A","South Asia",1.94831079962378,0.946404168121271,4.01088150263118,0.666962740555394,0.373681216762876,6645,12,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2830","VITAMIN-A","South Asia",2.85505463544804,0.71748179396451,11.3610366701465,1.04909097968425,0.677684771615944,7243,3,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2831","ZVITAMBO","Africa",3.4816953218643,2.57648870538528,4.70493128456351,1.24751933661702,0.150040057819597,22601,97,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2832","ZVITAMBO","Africa",2.16295187419452,1.55285936500148,3.01273954069699,0.771473897160067,0.16355596914984,23657,79,NA,0,NA,NA,"stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2833","pooled",NA,1.74734761266922,0.930447632109046,3.28145676783558,0.558098988272903,0.321524730642322,NA,NA,NA,1,4,"RE","stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2834","pooled",NA,2.19831703927748,1.69104558631169,2.85775726230893,0.78769208546952,0.133849519244442,NA,NA,NA,1,4,"RE","stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2835","pooled",NA,2.62270132802244,2.0429988618496,3.36689480569914,0.964204827845003,0.127441871993506,NA,NA,NA,1,4,"FE","stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2836","pooled",NA,2.19831703850872,1.69104559317163,2.85775724871735,0.787692085119818,0.133849516996317,NA,NA,NA,1,4,"FE","stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2837","pooled","Africa",2.01329220078574,0.976605332881356,4.15044373532733,0.699771292996609,0.36910406107412,NA,NA,NA,1,3,"RE","stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2838","pooled","South Asia",1.06347929585466,0.471281292639162,2.39981563108101,0.0615458875369732,0.415227564532232,NA,NA,NA,1,1,"RE","stunt","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2839","pooled","Africa",2.11523971818642,1.60704036709414,2.78414852358919,0.749168148007644,0.140190786750965,NA,NA,NA,1,3,"RE","stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2840","pooled","South Asia",3.27022733219045,1.35337115520834,7.90203541951446,1.18485950304026,0.450133097595391,NA,NA,NA,1,1,"RE","stunt","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2841","Burkina Faso Zn","Africa",3.02234090868648,1.11654643338439,8.18107003452775,1.10603166645119,0.51718377803646,7545,5,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2842","Burkina Faso Zn","Africa",3.97492507977032,1.47353330097437,10.7225465344687,1.38000590007215,0.471009347794722,7610,10,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2843","iLiNS-DOSE","Africa",3.62932996532322e-08,1.66218755020654e-08,7.92451850307527e-08,-17.1316326952686,7309.13296146473,2569,0,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2844","iLiNS-DYAD-M","Africa",37.9432547310375,5.78884098078342,248.701006706452,3.63609174709622,1.02271640211279,1598,2,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2845","iLiNS-DYAD-M","Africa",7.55632167840062,0.541261847603838,105.490526554272,2.02238452131124,1.16200646040022,1487,1,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2846","JiVitA-3","South Asia",320888251950.212,65272875456.7325,1577520057438.23,26.4943587747012,323687.876443282,620,1,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2847","JiVitA-3","South Asia",9.97674785496713e-07,2.20457465838174e-07,4.51495245956673e-06,-13.8178384799766,1208.91892003321,711,0,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2848","JiVitA-4","South Asia",1.61318478247718,0.598268105447476,4.34983098500546,0.478210350844131,0.503721561373541,16046,5,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2849","JiVitA-4","South Asia",2.39426465442204,1.00184076266056,5.72197044587308,0.873076150074155,0.43404185754261,15907,8,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2850","Keneba","Africa",2.4253522548847,0.919738860173968,6.39565621828966,0.885976773586537,0.465476556624534,17882,6,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2851","Keneba","Africa",2.58412551544805,1.2325359955511,5.41785773696925,0.949387158830473,0.381216874567194,19954,10,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2852","VITAMIN-A","South Asia",10.8284109159383,5.04605234716555,23.236874074498,2.38217332041676,0.390833165319572,6642,10,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2853","VITAMIN-A","South Asia",3.11860700725701,0.875367141085649,11.1104349355066,1.13738643009007,0.645725632394716,7241,4,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2854","ZVITAMBO","Africa",4.54999293792322,3.33506628617846,6.20750352727574,1.51512568085687,0.158328599397529,25410,54,NA,0,NA,NA,"wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2855","ZVITAMBO","Africa",3.03158269216773,2.17903662029055,4.21768662989494,1.1090848237983,0.164037481505323,25318,53,NA,0,NA,NA,"wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2856","pooled",NA,3.12280550437557,1.88802733578591,5.16513401756392,1.13873179790353,0.256734312033098,NA,NA,NA,1,4,"RE","wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2857","pooled",NA,2.96861684222608,2.27283369698133,3.87740025486817,1.08809613464998,0.136259569900359,NA,NA,NA,1,4,"RE","wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2858","pooled",NA,3.86464440650466,2.94630865834006,5.06921647412948,1.35186967431513,0.138426831506819,NA,NA,NA,1,4,"FE","wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2859","pooled",NA,2.96861684222608,2.27283369698133,3.87740025486817,1.08809613464998,0.136259569900359,NA,NA,NA,1,4,"FE","wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2860","pooled","Africa",3.86833586203718,2.58530006533203,5.78811819261726,1.35282440475144,0.205603481681443,NA,NA,NA,1,3,"RE","wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2861","pooled","South Asia",1.61318478247718,0.601045939190009,4.32972751787157,0.478210350844131,0.503721561373541,NA,NA,NA,1,1,"RE","wast","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2862","pooled","Africa",3.03922880852082,2.29404036519312,4.02648178763205,1.11160380182793,0.143514891473992,NA,NA,NA,1,3,"RE","wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2863","pooled","South Asia",2.39426465442204,1.02260583459069,5.60577990219386,0.873076150074155,0.43404185754261,NA,NA,NA,1,1,"RE","wast","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2864","Burkina Faso Zn","Africa",4.52770219018764,1.83223900760381,11.1885442008135,1.51021456801962,0.469506513575891,7545,7,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2865","Burkina Faso Zn","Africa",3.09349369442889,1.11134058249191,8.61095454285808,1.12930109765772,0.484046110902702,7610,9,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2866","iLiNS-DOSE","Africa",1.07543031656692e-07,4.77562241717376e-08,2.42177933002432e-07,-16.0453747749943,6187.03749245739,2565,0,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2867","iLiNS-DYAD-M","Africa",53.2287292955506,8.10933000755523,349.387387093546,3.97459827493938,1.02287746783366,1567,2,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2868","JiVitA-3","South Asia",0.282707411974981,0.092852102624744,0.860761130080138,-1.2633427961085,1620859.62760349,429,0,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2869","JiVitA-3","South Asia",128123604.654808,8138260.13792213,2017096749.37138,18.6685060172986,1.41500164394286,500,1,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2870","JiVitA-4","South Asia",1.99007537596781,0.727510196846003,5.44377249858913,0.688172515389832,0.503749431332876,15824,5,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Female","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
"2871","JiVitA-4","South Asia",3.40393768182422,1.46256202628617,7.92225665202367,1.22493290320636,0.429244159556107,15736,8,NA,0,NA,NA,"wast_muac","dead",1,"1-24 months","Male","Overlap","res_noPN_sex_strat",NA,NA,NA,NA,0
